name,gender,job,house,wand,patronus,species,blood_status,hair_colour,eye_colour,loyalty,skills,birth,death,known_ingredients,effect,characteristics,difficulty_level,incantation,type,light,slug,alias_names,animagus,boggart,born,died,eye_color,family_members,hair_color,height,jobs,marital_status,nationality,romances,skin_color,titles,wands,weight,category,creator,hand,difficulty,inventors,ingredients,manufacturers,side_effects,time
Chimmy,,,,,,Chimaera,,,,,,,,,,,,,,,chimmy,[],,,1988–1989 school year or earlier,,,[],,,[],,,[],,[],[],,,,,,,,,,
Chinese Fireball at the Magical Creatures Reserve,Female,,,,,Chinese Fireball,,,,,,,,,,,,,,,chinese-fireball-at-the-magical-creatures-reserve,[],,,,,Green,[],,,[],,,[],Red,[],[],,,,,,,,,,
Chinese Fireball killed by Elric Parpidum,,,,,,Chinese Fireball,,,,,,,,,,,,,,,chinese-fireball-killed-by-elric-parpidum,[],,,,Centuries before the 20th century,,[],,,[],,,[],,[],[],,,,,,,,,,
Chiyo Kogawa,Female,,,,,Human,,,,,,,,,,,,,,,chiyo-kogawa,[],,,Before 1872,,Brown,['Brother'],Black,,"['Japanese Ministry of Magic employee (formerly)', 'Flying Instructor at Hogwarts School of Witchcraft and Wizardry']",,Japanese,[],Light,['Madam'],"['Unknown length, wood and core']",,,,,,,,,,
Chiyo Kogawa's brother,Male,,,,,Human,,,,,,,,,,,,,,,chiyo-kogawa-s-brother,[],,,Before 1890,,,['Chiyo Kogawa (sister)'],,,['Quidditch player'],,Japanese (presumably),[],,[],[],,,,,,,,,,
Cho Chang,Female,,Ravenclaw,,Swan,Human,Pure-blood or half-blood,,,,,,,,,,,,,,cho-chang,[],,Lord Voldemort,Between 1 September 1978 and 31 August 1979,,,"['Father', 'Mother', 'Spouse', 'Grandfather']",Black,,[],Married,British or Irish,"['Cedric Diggory (late boyfriend) †', 'Roger Davies (ex-boyfriend)', 'Harry Potter (ex-boyfriend)', 'Michael Corner (ex-boyfriend)', 'Spouse']",,['Seeker'],"['Unknown length, wood and core']",,,,,,,,,,
Cho Chang's friends,Females,,Ravenclaw,,,Humans,,,,,,,,,,,,,,,cho-chang-s-friends,[],,,,,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
Cho Chang's spouse,,,,,,Human,Muggle,,,,,,,,,,,,,,cho-chang-s-spouse,[],,,,,,"['Cho Chang (wife)', 'Father-in-law', 'Mother-in-law', 'Chang family (in-laws)']",,,[],,,['Cho Chang (wife)'],,[],[],,,,,,,,,,
Chris Garland,Male,,Gryffindor,,,Human,,,,,,,,,,,,,,,chris-garland,[],,,31 August 1982 or earlier,,Brown,[],Black,,[],,British or Irish,[],Dark,[],[],,,,,,,,,,
Chris Huhne,Male,,,,,Human,,,,,,,,,,,,,,,chris-huhne,[],,,,,,[],,,['Environment spokesman for the Liberal Party'],,,[],,[],[],,,,,,,,,,
Chris Lunney,Male,,,,,Human,Muggle,,,,,,,,,,,,,,chris-lunney,[],,,,,,[],,,['Photographer for the Daily Express'],,,[],,[],[],,,,,,,,,,
Chrisp,Male,,,,,Human,,,,,,,,,,,,,,,chrisp,[],,,,Before 1991,,[],Brown,,[],,,[],Fair,[],[],,,,,,,,,,
Christian Alexander,Male,,Gryffindor,,,Human,,,,,,,,,,,,,,,christian-alexander,[],,,,,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
Christopher Flack,Male,,,,,Human,,,,,,,,,,,,,,,christopher-flack,[],,,"Between 1 September, 1975 and 31 August, 1978",,,"['Basil Flack (possibly)', 'Flack family']",,,[],,British or Irish,[],,['Prefect'],[],,,,,,,,,,
Christopher Hemsley,Male,,Ravenclaw,,,Human,,,,,,,,,,,,,,,christopher-hemsley,[],,,31 August 1982 or earlier,,Green,[],Black,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Chroniculus Punnet,Male,,,,,Human,,,,,,,,,,,,,,,chroniculus-punnet,[],,,,,,[],,,"['Historian', 'Author']",,,[],,[],[],,,,,,,,,,
Chudley Cannons groundskeeper,,,,,,Human,,,,,,,,,,,,,,,chudley-cannons-groundskeeper,[],,,,,,[],,,['Groundskeeper of the Chudley Cannons training grounds'],,,[],,[],[],,,,,,,,,,
Chupacabra at the Magical Creatures Reserve,,,,,,Chupacabra,,,,,,,,,,,,,,,chupacabra-at-the-magical-creatures-reserve,[],,,,,Green,[],,,[],,,[],Blue and red,[],[],,,,,,,,,,
Ciceron Harkiss,Male,,,,,Human,,,,,,,,,,,,,,,ciceron-harkiss,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Cillian Ahearn,Male,,,,,Human,,,,,,,,,,,,,,,cillian-ahearn,[],,,,,,"['Cormac Ahearn (father)', 'Ahearn family']",,,[],,British or Irish,[],,[],[],,,,,,,,,,
Cillian Hawksworth,Male,,,,,Human,,,,,,,,,,,,,,,cillian-hawksworth,[],,,Before 1890,,Brown,[],Brown,,[],,Scottish,[],Light,[],[],,,,,,,,,,
Circe,Female,,,,,Human,,,,,,,,,,,,,,,circe,['Circe of Aeaea'],,,Ancient Greece,Before 1993,Brown,[],Brown,,[],,Greek,[],Tanned,[],[],,,,,,,,,,
Clabbert at the Magical Creatures Reserve,,,,,,Clabbert,,,,,,,,,,,,,,,clabbert-at-the-magical-creatures-reserve,[],,,,,Red,[],,,[],,,[],Green,[],[],,,,,,,,,,
Claire Beaumont,Female,,,,,Human,,,,,,,,,,,,,,,claire-beaumont,[],,,Before 1890,,,['Bardolph Beaumont(brother) †'],,,['Proprietor of a hamlet shop'],,,[],,[],[],,,,,,,,,,
Clairvius Hyppolite,Male,,,,,Human,,,,,,,,,,,,,,,clairvius-hyppolite,[],,,"after 1976, Haiti (possibly)",,,[],,,['Chaser for the Haitian National Quidditch team'],,Haitiian,[],,['Chaser'],[],,,,,,,,,,
Clara Ivanova,Female,,,,,Human,,,,,,,,,,,,,,,clara-ivanova,[],,,"Before 1977, Bulgaria (possibly)",,Green,[],Red,,['Chaser for the Bulgarian National Quidditch team'],,Bulgarian,[],White,['Chaser'],[],,,,,,,,,,
Clara Thompson,Female,,,,,Human,,,,,,,,,,,,,,,clara-thompson,[],,,,Before 2008,Brown,[],Brown,,[],,,[],Light,[],[],,,,,,,,,,
Clara Tremblay,Female,,,,,Human,Pure-blood or half-blood (presumably),,,,,,,,,,,,,,clara-tremblay,[],,,20th century,,,"['Bernard Tremblay (possible relative)', 'Leonie Tremblay (née Lestrange) (possible relative)', 'Clarisse Lestrange (née Tremblay) (possible relative) †', 'Falco Tremblay (possible relative)', 'Mason Tremblay (possible relative)', 'Tremblay family']",,,['Chaser for the Canadian National Quidditch team'],,Canadian,[],,['Chaser'],[],,,,,,,,,,
Clarence Quillion,Male,,,,,Human,,,,,,,,,,,,,,,clarence-quillion,[],,,1993 or earlier,,Livid,[],Blond,,['Postmaster at the Hogsmeade Post Office'],,,[],Light,[],[],,,,,,,,,,
Clarisse Lestrange (née Tremblay),Female,,,,,Human,Pure-blood,,,,,,,,,,,,,,clarisse-tremblay,[],,,No later than December 1879 - March 1880,,,"['Bernard Tremblay (father)', 'Leonie Tremblay (née Lestrange) (mother)', 'Falco Tremblay (brother)', 'Corvus Lestrange (husband/paternal second cousin & maternal first cousin) †', 'Corvus Lestrange (son/second cousin once removed & first cousin once removed) †', 'Leta Lestrange (stepdaughter/second cousin once removed & first cousin once removed)', 'Eglantine Lestrange (maternal aunt/mother-in-law)', 'Corvus Lestrange (maternal uncle by marriage/father-in-law)', 'Falco Lestrange (grandfather)', 'Salomé Lestrange (née Volant) (maternal grandmother)', 'Tremblay family', 'Lestrange family (maternal family/in-laws)']",Blonde,,[],Married or widowed,,['Corvus Lestrange (IV) (husband) †'],,[],[],,,,,,,,,,
Clarke,Male,,,,,Human,No-Maj,,,,,,,,,,,,,,clarke,[],,,,,,[],,,['Assistant District Attorney'],,,[],,[],[],,,,,,,,,,
Cleaner at Leaky Cauldron,Male,,,,,Human,,,,,,,,,,,,,,,cleaner-at-leaky-cauldron,[],,,,,,[],Black,,['Cleaner at Leaky Cauldron'],,,[],Light,[],[],,,,,,,,,,
Clementine,Female,,,,,Venomous Tentacula,,,,,,,,,,,,,,,clementine,[],,,Before 2008,,,[],,,[],,,[],,[],[],,,,,,,,,,
Clementine Willardsey,Female,,,,,Human,,,,,,,,,,,,,,,clementine-willardsey,[],,,Before 1890,,Brown,[],Brown,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Clever goblin,Male,,,,,Goblin,,,,,,,,,,,,,,,clever-goblin,[],,,,,Black,[],Grey with mix of black,,['Banker at Gringotts Wizarding Bank'],,,[],Light,[],[],,,,,,,,,,
Clifford Cromwell,Male,,Hufflepuff,,,Human,,,,,,,,,,,,,,,clifford-cromwell,[],,,,,Brown,[],Grey,,"['British Ministry of Magic researcher', 'Shopkeeper']",,British or Irish,[],Light,[],[],,,,,,,,,,
Clifford Kessler,Male,,,,,Human,No-Maj,,,,,,,,,,,,,,clifford-kessler,[],,,,,,[],,,['Theatre producer'],,,[],,[],[],,,,,,,,,,
Cliodna,Female,,,,,Human,,,,,,,,,,,,,,,cliodna,['Cliodne'],Sea Bird,,"Middle Ages, Ireland",Middle Ages,Green,[],,,['Druidess'],,Irish,[],White,[],[],,,,,,,,,,
Cliodna's birds,,,,,,Birds,,,,,,,,,,,,,,,cliodna-s-birds,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Clive Lundquist,Male,,,,,,,,,,,,,,,,,,,,clive-lundquist,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Clodagh Dromgoole,Female,,Ravenclaw,,,Human,Half-blood,,,,,,,,,,,,,,clodagh-dromgoole,[],,,"Between 1 September 1972 and 31 August 1973, Dundalk, County Louth, Ireland",,Grey,"['Father †', 'Mother †', 'Aunt', 'Dromgoole family']",Red,,['Professor of Study of Ancient Runes at Hogwarts School of Witchcraft and Wizardry'],Single,Irish,[],Light,['Professor'],"[""11½', English oak, dragon heartstring""]",,,,,,,,,,
Clodagh Dromgoole's aunt,Female,,,,,Human,No-Maj,,,,,,,,,,,,,,clodagh-dromgoole-s-aunt,[],,,Prior to 1984,,,"['Brother †', 'Sister-in-law †', 'Clodagh Dromgoole (niece)', 'Dromgoole family']",,,[],,American,[],,[],[],,,,,,,,,,
Clodagh Dromgoole's father,Male,,,,,Human,Muggle,,,,,,,,,,,,,,clodagh-dromgoole-s-father,[],,,Before 1955,"August 1984, London, England",,"['Wife †', 'Sister', 'Clodagh Dromgoole (daughter)', 'Dromgoole family']",,,[],Widowed,,[],,[],[],,,,,,,,,,
Clodagh Dromgoole's mother,Female,,,,,Human,,,,,,,,,,,,,,,clodagh-dromgoole-s-mother,[],,,Before 1955,1977 or after,,"['Husband †', 'Sister-in-law', 'Clodagh Dromgoole (daughter)', 'Dromgoole family']",,,[],Married,,[],,[],[],,,,,,,,,,
Clutterbuck Crispe,Female,,,,,Human,,,,,,,,,,,,,,,clutterbuck-crispe,[],,,before 1975 (most likely),,,[],,,['Proprietrix of Brews and Stews'],,,[],,[],[],,,,,,,,,,
Clyde Sizemore,Male,,,,,Human,Muggle,,,,,,,,,,,,,,clyde-sizemore,[],,,,,,[],,,['Theatre director'],,,[],,[],[],,,,,,,,,,
Cobb,Female,,,,,Human,,,,,,,,,,,,,,,cobb,['Miss Cobb'],,,Before the 1960s,,Brown,[],Black,,"['Liason to the Merpeople (formerly)', 'Employee of the Spirit Division']",,British or Irish,[],Dark,[],[],,,,,,,,,,
Cobb & Webb's shopkeeper,Female,,,,,Human,,,,,,,,,,,,,,,cobb-webb-s-shopkeeper,[],,,Prior to 1992,,Green,[],Grey,,"[""Shopkeeper at Cobb & Webb's""]",,British,[],Light,[],[],,,,,,,,,,
Coeus Grimshaw,Male,,Slytherin,,,Human,,,,,,,,,,,,,,,coeus-grimshaw,[],,,Between 1 September 1990 and 31 August 1997,,Green,[],Brown,,[],,British or Irish,[],Olive,[],[],,,,,,,,,,
Cogg,,,,,,Human,,,,,,,,,,,,,,,cogg,[],,,,,,[],,,"['Co-owner of Cogg and Bell Clockmakers, Clockmaker']",,British,[],,[],[],,,,,,,,,,
Colby Frey,Male,,Slytherin,,Rhinoceros,Human,,,,,,,,,,,,,,,colby-frey,[],,,Between 21 May and 21 June 1997,,Brown,"['Father', 'Mother', 'Fischer Frey (older twin brother)', 'Frey family']",Brown,,[],,British or Irish,[],Pale,[],"[""12', Ash, Unicorn hair""]",,,,,,,,,,
Cole Spencer,Male,,Slytherin,,,Human,,,,,,,,,,,,,,,cole-spencer,[],,,31 August 1982 or earlier,,Brown,['Leonard Spencer-Moon (possibly)'],Black,,[],,British or Irish,[],Dark,[],[],,,,,,,,,,
Coleus Miparara,Male,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,coleus-miparara,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Coli,,,,,,Human,,,,,,,,,,,,,,,coli,[],,,,Before the 1920s (possibly),,[],,,[],,French,[],,[],[],,,,,,,,,,
Colin Creevey,Male,,Gryffindor,,,Human,Muggle-born,,,,,,,,,,,,,,colin-creevey,[],,Lord Voldemort,Between 2 May and 31 August 1981,"2 May 1998 (aged 16), Hogwarts Castle, Highlands, Scotland, Great Britain",,"['Father', 'Dennis Creevey (younger brother)', 'Creevey family']",Mousy,,[],,British or Irish,[],Light (likely),[],[],,,,,,,,,,
Colton,Male,,Slytherin,,,Human,,,,,,,,,,,,,,,colton,[],,,Between 1 September 1990 and 31 August 1996,,Grey,[],Red,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Common Welsh Green at Horntail Hall,,,,,,Dragon (Common Welsh Green),,,,,,,,,,,,,,,common-welsh-green-at-horntail-hall,[],,,Before 1890,,,[],,,[],,,[],Green,[],[],,,,,,,,,,
Common Welsh Green at the Great Fire of London,,,,,,Common Welsh Green,,,,,,,,,,,,,,,common-welsh-green-at-the-great-fire-of-london,[],,,September 1666 or earlier,,,[],,Less than 18ft (likely),[],,,[],Green,[],[],,,,,,,,,,
Common Welsh Green at the Magical Creatures Reserve,,,,,,Common Welsh Green,,,,,,,,,,,,,,,common-welsh-green-at-the-magical-creatures-reserve,[],,,,,Yellow,[],,,[],,,[],Green,[],[],,,,,,,,,,
Common Welsh Green in the Romanian Dragon Sanctuary,Female,,,,,Common Welsh Green,,,,,,,,,,,,,,,common-welsh-green-in-the-romanian-dragon-sanctuary,[],,,Pre 1990,,Yellow,[],,,[],,,[],Green,[],[],,,,,,,,,,
Concepta Battista,Female,,Gryffindor,,,Human,,,,,,,,,,,,,,,concepta-battista,[],,,Between 1689 and 1693,,,[],,,[],,British or Irish,[],,['Captain'],[],,,,,,,,,,
Concordia Rowle,Female,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,concordia-rowle,[],,,,,Brown,[],Brown,,['Professor of Muggle Studies (21st century)'],,,[],Light,['Professor'],"['Unknown length, wood and core']",,,,,,,,,,
Connolly,Male,,,,,Human,,,,,,,,,,,,,,,connolly,[],,,,,,[],,,['Beater for the Irish National Quidditch team'],,Irish,[],White,['Beater'],[],,,,,,,,,,
Constance Dagworth,Female,,Ravenclaw,,,Human,,,,,,,,,,,,,,,constance-dagworth,[],,,Between 1 September 1872 and 31 August 1879,,Brown,"['Hector Dagworth-Granger (possibly)', 'Dagworth family']",Medium blonde,,[],,British or Irish,[],Light,[],"['Unknown length, wood and core']",,,,,,,,,,
Constance Pickering,Female,,Hufflepuff,,Unicorn,Human,Half-blood,,,,,,,,,,,,,,constance-pickering,[],,,Between 1987 and 2001 (most likely),,Blue,"['Mother', 'Older brother', 'Sister', 'Brother', 'Grandmother', 'Matthias Pickering (grandfather)', 'Grandfather', 'Pickering family']",Light brown,,"['Junior Undersecretary (formerly)', 'Leader of the Statute of Secrecy Task Force (formerly)', 'Leader of The Unforgivable']",Unmarried,British or Irish,['Lucas Sparrowvale (boyfriend)'],White,"['Prefect', 'Junior Undersecretary']",[],,,,,,,,,,
Constance Pickering' mother,Female,,,,,Human,Half-blood or Muggle-born,,,,,,,,,,,,,,constance-pickering-s-mother,[],,,,,,"['Mother or mother-in-low', 'Father', 'Son', 'Daughter', 'Constance Pickering (daughter)', 'Son', 'Matthias Pickering (father-in-law)', 'Pickering family']",,,[],,British,[],,[],[],,,,,,,,,,
Constance Pickering's brother,Male,,,,,Human,Squib,,,,,,,,,,,,,,constance-pickering-s-squib-brother,[],,,,,,"['Mother', 'Older brother', 'Constance Pickering (sister)', 'Sister', 'Grandmother', 'Matthias Pickering (grandfather)', 'Grandfather', 'Pickering family']",,,[],,British,[],,[],[],,,,,,,,,,
Constance Pickering's cat,,,,,,Cat,,,,,,,,,,,,,,,constance-pickering-s-cat,[],,,Prior to May 2021,,,[],,,[],,,[],,[],[],,,,,,,,,,
Constance Pickering's grandfather,Male,,,,,Human,,,,,,,,,,,,,,,constance-pickering-s-muggle-grandfather,[],,,,,,"['Daughter', 'Grandson', 'Constance Pickering (granddaughter)', 'Granddaughter', 'Grandson']",,,[],,British,[],,[],[],,,,,,,,,,
Constance Pickering's grandmother,Female,,Hufflepuff,,,Human,,,,,,,,,,,,,,,constance-pickering-s-grandmother,[],,,,,,"['Matthias Pickering (husband or co-grandparent)', 'Husband or co-grandparent', 'Daughter or daughter in law', 'Grandson', 'Granddaughter', 'Constance Pickering (granddaughter)', 'Grandson']",,,[],,British or Irish,[],,[],[],,,,,,,,,,
Constance Pickering' sister,Female,,,,,Human,Half-blood,,,,,,,,,,,,,,constance-pickering-s-sister,[],,,,,,"['Mother', 'Older brother', 'Constance Pickering (sister)', 'Brother', 'Grandmother', 'Matthias Pickering (grandfather)', 'Grandfather', 'Pickering family']",,,[],,British,[],,[],[],,,,,,,,,,
Constance Pickering's older brother,Male,,,,,Human,Half-blood,,,,,,,,,,,,,,constance-pickering-s-older-brother,[],,,,,,"['Mother', 'Constance Pickering (younger sister)', 'Sister', 'Brother', 'Grandmother', 'Matthias Pickering (grandfather)', 'Grandfather', 'Pickering family']",,,[],,British,[],,[],[],,,,,,,,,,
Cook at Leaky Cauldron,,,,,,Human,,,,,,,,,,,,,,,cook-at-the-leaky-cauldron,[],,,,,,[],,,['Cook at the Leaky Cauldron'],,British,[],,[],[],,,,,,,,,,
Cook of The Hanged Man,Male,,,,,Human,Muggle,,,,,,,,,,,,,,cook-of-the-hanged-man,[],,,Before 1943,,,[],,,['Cook at The Hanged Man'],,,[],,[],[],,,,,,,,,,
Cooky,,,,,,House-elf,,,,,,,,,,,,,,,cooky,[],,,Before 2010s,,,[],,,['Hogwarts kitchens worker'],,,[],Light,[],[],,,,,,,,,,
Cooper children,,,,,,Humans,,,,,,,,,,,,,,,cooper-children,[],,,,,,"['Mr Cooper (father)', 'Buckley Cooper (uncle)', 'Hortense Cooper (possibly)']",,,[],,British,[],,[],[],,,,,,,,,,
Copper Conebush,Male,,,,,Human,,,,,,,,,,,,,,,copper-conebush,[],,,,,,[],,,['Freelance wizard detective'],,,[],,[],[],,,,,,,,,,
Corban Yaxley,Male,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,corban-yaxley,[],,,Pre 1970s,,Blue,"['Wife', 'Yaxley (possibly)', ""Yaxley's wife (possibly)"", 'Lysandra Black  (née Yaxley) (possibly)', 'Yaxley family']",Blond,,['Head of the Department of Magical Law Enforcement (formerly)'],,,[],Light,[],"['Unknown length, wood and core']",,,,,,,,,,
Corban Yaxley's victim (I),Male,,,,,Human,,,,,,,,,,,,,,,corban-yaxley-s-victim-i,[],,,Before 1978,"Shortly after 2 May, 1998",,[],Black,,['Department of Magical Law Enforcement employee'],,British,[],Light,[],[],,,,,,,,,,
Corban Yaxley's victim (II),,,,,,Human,,,,,,,,,,,,,,,corban-yaxley-s-victim-ii,[],,,Before 1978,"Shortly after 2 May, 1998",,[],,,['Department of Magical Law Enforcement employee'],,British,[],,[],[],,,,,,,,,,
Corban Yaxley's wife,Female,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,corban-yaxley-s-wife,[],,,In or before 1981,,,"['Corban Yaxley (husband)', 'Yaxley family']",,,[],Married,,[],,[],[],,,,,,,,,,
Cordelia Gifford,Female,,Ravenclaw,,,Human,,,,,,,,,,,,,,,cordelia-gifford,[],,,Between 31 August 1982 and 31 August 1985,,Brown,[],Brown,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Cordelia Misericordia,Female,,,,,Hag,,,,,,,,,,,,,,,cordelia-misericordia,[],,,1298,1401 (aged 102-103),Green,[],Brown,,['Representative'],,British,[],Pale,[],[],,,,,,,,,,
Cordelia Vexmoor,Female,,,,,Human,,,,,,,,,,,,,,,cordelia-vexmoor,[],,,,,Grey,"['Veronica Vexmoor (younger sister)', 'Vexmoor family']",Blonde,,[],,,[],White,[],"['Unknown length, wood and core']",,,,,,,,,,
Corey Hayden,,,Gryffindor,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,corey-hayden,[],,,Between 1 September 1972 and 31 August 1973,,Brown,"['Parents', 'Grandmother', 'Hayden family']",Brown,,['Employee at the Hayden family shop'],,British or Irish,[],Light,['Head Boy or Girl'],[],,,,,,,,,,
Corey Hayden's grandmother,Female,,,,,Human,"Pure-blood, half-blood or Muggle-born (most likely)",,,,,,,,,,,,,,corey-hayden-s-grandmother,[],,,,,,"['Corey Hayden (grandchild)', ""Corey Hayden's parents (son/son-in-law and daughter/daughter-in-law)"", 'Hayden family']",,,[],,,[],,[],[],,,,,,,,,,
Corey Hayden's parents,"Female, male",,,,,Humans,,,,,,,,,,,,,,,corey-hayden-s-parents,[],,,,,,"['Corey Hayden (child)', 'Hayden family']",,,['Shopkeepers'],Married (presumably),British,[],,[],[],,,,,,,,,,
Cormac Ahearn,Male,,,,,Human,,,,,,,,,,,,,,,cormac-ahearn,[],,,,,,"['Cillian Ahearn (son)', 'Ahearn family']",,,[],,,[],,[],[],,,,,,,,,,
Cormack McLeod,Male,,,,,Human,Pure-blood or half-blood (likely),,,,,,,,,,,,,,cormack-mcleod,[],,,,,,[],,,['Manager of the Montrose Magpies'],,,[],,[],[],,,,,,,,,,
Cormac McLaggen,Male,,Gryffindor,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,cormac-mclaggen,['King Slug (by Ron Weasley)'],,,"Between 1 September 1978 and 31 August 1979, Great Britain",,,"['Father', 'Tiberius (uncle)', 'McClaggan (possible grandfather)', 'Tasmina McLaggen (possibly)', 'McLaggen family']",,,[],,British or Irish,['Hermione Granger (date)'],,['Keeper'],[],,,,,,,,,,
Cormac O'Brien,Male,,,,,Human,,,,,,,,,,,,,,,cormac-o-brien,[],,,,,,"[""O'Brien family""]",,,['Auror'],,American,[],,[],[],,,,,,,,,,
Cornelius Agrippa,Male,,,,,Human,,,,,,,,,,,,,,,cornelius-agrippa,[],,,"1486, Germany",1535 (aged 48–49),Green,[],Brown,,['Author'],,German,[],White,[],[],,,,,,,,,,
Cornelius Oswald Fudge,Male,,,,Non-corporeal,Human,Pure-blood or half-blood (most likely),,,,,,,,,,,,,,cornelius-fudge,"['Goblin-Crusher (by Xenophilius Lovegood in The Quibbler)', 'The Other Minister (by the Muggle Prime Minister)']",,Lord Voldemort,Pre-1964,,,"['Wife', 'Rufus Fudge (nephew)', 'Fudge family']",Grey,,"['Junior minister of the Department of Magical Accidents and Catastrophes (formerly)', 'Minister for Magic (formerly)', 'Advisor to the Minister for Magic', 'Messenger to the Muggle Prime Minister (formerly)']",Married,British or Irish,[],,"['Minister for Magic (1990–1996)', 'Stylish Wizard of the Year (1995)', 'Chair of the Wizengamot (1995)']","['Unknown length, wood and core']",,,,,,,,,,
Corrine Cribb,Female,,,,,Human,,,,,,,,,,,,,,,corrine-cribb,[],,,Before the 1980s,,Grey,['Todd Cribb (husband)'],Black,,[],Married,,['Todd Cribb (husband)'],Light,[],"['Unknown length, wood and core']",,,,,,,,,,
